date,campaign_name,campaign_type,ad_group,impressions,clicks,spend_gbp,conversions,conversion_value_gbp
2025-10-31,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,711,50,36.32,0,49.28
2025-10-31,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,5189,211,267.16,11,1052.03
2025-11-01,Brand_Search_UK,search,Brand_Search_UK_AG1,1404,51,174.06,5,828.90
2025-11-01,Brand_Search_EU,search,Brand_Search_EU_AG1,497,10,48.98,1,216.46
2025-11-01,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1212,94,128.34,2,400.09
2025-11-01,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1307,61,84.56,2,331.95
2025-11-01,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1257,52,65.94,1,210.29
2025-11-01,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,692,17,38.86,0,45.86
2025-11-01,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2413,115,280.95,8,1079.82
2025-11-02,Brand_Search_UK,search,Brand_Search_UK_AG1,2938,229,158.40,8,801.99
2025-11-02,Brand_Search_EU,search,Brand_Search_EU_AG1,965,40,57.74,1,244.04
2025-11-02,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2564,107,156.08,3,529.53
2025-11-02,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1504,98,111.58,2,445.38
2025-11-02,Shopping_All_EU,shopping,Shopping_All_EU_AG1,942,63,68.16,1,182.71
2025-11-02,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,686,50,42.01,0,53.42
2025-11-02,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4109,136,269.52,5,935.52
2025-11-03,Brand_Search_UK,search,Brand_Search_UK_AG1,2976,205,208.96,11,1016.92
2025-11-03,Brand_Search_EU,search,Brand_Search_EU_AG1,934,63,66.52,1,292.36
2025-11-03,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,3294,107,179.08,5,585.52
2025-11-03,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,2270,74,134.23,3,494.06
2025-11-03,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1060,64,84.76,2,218.96
2025-11-03,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,804,21,47.37,0,61.18
2025-11-03,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3405,225,316.67,6,998.42
2025-11-04,Brand_Search_UK,search,Brand_Search_UK_AG1,3358,204,194.31,7,892.30
2025-11-04,Brand_Search_EU,search,Brand_Search_EU_AG1,658,21,72.29,1,264.71
2025-11-04,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1631,63,197.89,6,736.34
2025-11-04,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1412,82,129.48,3,553.89
2025-11-04,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1102,40,102.18,2,330.28
2025-11-04,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,830,50,47.12,0,56.90
2025-11-04,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4660,232,366.91,7,1143.59
2025-11-05,Brand_Search_UK,search,Brand_Search_UK_AG1,4287,122,221.44,13,1185.58
2025-11-05,Brand_Search_EU,search,Brand_Search_EU_AG1,921,53,82.21,1,304.76
2025-11-05,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1302,38,156.35,3,597.66
2025-11-05,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1444,60,120.78,2,426.71
2025-11-05,Shopping_All_EU,shopping,Shopping_All_EU_AG1,957,58,94.58,2,307.97
2025-11-05,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,454,15,46.46,0,52.86
2025-11-05,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3058,107,348.46,8,1167.35
2025-11-06,Brand_Search_UK,search,Brand_Search_UK_AG1,3446,176,190.23,7,946.97
2025-11-06,Brand_Search_EU,search,Brand_Search_EU_AG1,1139,29,68.40,1,274.23
2025-11-06,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1814,125,174.83,4,605.52
2025-11-06,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1047,29,126.96,2,458.68
2025-11-06,Shopping_All_EU,shopping,Shopping_All_EU_AG1,783,39,77.74,1,265.74
2025-11-06,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,663,37,55.03,0,56.19
2025-11-06,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3151,149,334.40,7,1050.87
2025-11-07,Brand_Search_UK,search,Brand_Search_UK_AG1,4143,188,218.08,9,1251.14
2025-11-07,Brand_Search_EU,search,Brand_Search_EU_AG1,1383,103,78.44,2,353.67
2025-11-07,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2122,98,173.80,5,685.83
2025-11-07,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1445,59,146.32,4,479.80
2025-11-07,Shopping_All_EU,shopping,Shopping_All_EU_AG1,710,49,78.38,2,245.36
2025-11-07,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,722,43,45.36,0,61.19
2025-11-07,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,5809,129,290.59,11,1133.91
2025-11-08,Brand_Search_UK,search,Brand_Search_UK_AG1,1486,60,159.55,6,867.96
2025-11-08,Brand_Search_EU,search,Brand_Search_EU_AG1,572,31,60.31,1,227.59
2025-11-08,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1874,45,149.03,3,542.97
2025-11-08,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1047,34,84.10,2,300.98
2025-11-08,Shopping_All_EU,shopping,Shopping_All_EU_AG1,705,19,60.12,1,158.86
2025-11-08,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,366,7,39.41,0,40.29
2025-11-08,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2807,178,232.98,4,866.76
2025-11-09,Brand_Search_UK,search,Brand_Search_UK_AG1,1719,106,162.52,5,715.21
2025-11-09,Brand_Search_EU,search,Brand_Search_EU_AG1,1035,61,61.63,1,233.27
2025-11-09,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1579,74,129.20,3,467.28
2025-11-09,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1481,95,102.13,2,352.75
2025-11-09,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1071,35,69.45,1,183.26
2025-11-09,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,577,23,35.26,0,36.29
2025-11-09,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,5370,260,295.55,6,987.18
2025-11-10,Brand_Search_UK,search,Brand_Search_UK_AG1,4421,245,236.31,7,1052.70
2025-11-10,Brand_Search_EU,search,Brand_Search_EU_AG1,1200,76,76.25,1,316.28
2025-11-10,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1483,61,168.21,3,587.53
2025-11-10,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,2242,172,121.51,2,463.49
2025-11-10,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1787,44,101.87,2,265.78
2025-11-10,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,601,39,52.54,0,59.22
2025-11-10,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4811,328,298.96,11,1160.52
2025-11-11,Brand_Search_UK,search,Brand_Search_UK_AG1,2382,79,231.57,9,1304.58
2025-11-11,Brand_Search_EU,search,Brand_Search_EU_AG1,946,36,68.76,1,262.38
2025-11-11,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2507,78,150.89,3,525.41
2025-11-11,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,2113,148,145.60,3,584.40
2025-11-11,Shopping_All_EU,shopping,Shopping_All_EU_AG1,856,58,93.61,1,263.25
2025-11-11,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,784,29,51.80,0,70.77
2025-11-11,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4850,156,363.39,9,1346.85
2025-11-12,Brand_Search_UK,search,Brand_Search_UK_AG1,4232,132,230.03,10,1241.95
2025-11-12,Brand_Search_EU,search,Brand_Search_EU_AG1,714,54,64.87,2,248.71
2025-11-12,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2226,125,183.34,5,616.12
2025-11-12,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,2365,80,135.04,3,470.72
2025-11-12,Shopping_All_EU,shopping,Shopping_All_EU_AG1,734,28,89.92,1,263.02
2025-11-12,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,981,21,50.51,0,67.27
2025-11-12,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4961,176,308.37,9,996.75
2025-11-13,Brand_Search_UK,search,Brand_Search_UK_AG1,1581,84,177.97,9,1013.17
2025-11-13,Brand_Search_EU,search,Brand_Search_EU_AG1,1402,53,79.63,2,366.11
2025-11-13,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1427,47,156.34,4,616.65
2025-11-13,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1960,86,113.76,3,398.66
2025-11-13,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1124,79,81.78,2,280.60
2025-11-13,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,671,19,58.01,0,69.85
2025-11-13,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4190,103,298.58,10,1003.64
2025-11-14,Brand_Search_UK,search,Brand_Search_UK_AG1,2177,157,232.62,8,1209.29
2025-11-14,Brand_Search_EU,search,Brand_Search_EU_AG1,680,28,66.99,1,256.11
2025-11-14,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,3175,118,200.86,5,763.71
2025-11-14,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1959,82,118.48,2,442.50
2025-11-14,Shopping_All_EU,shopping,Shopping_All_EU_AG1,977,56,79.46,1,273.03
2025-11-14,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,617,45,44.49,0,60.26
2025-11-14,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,6999,201,379.45,11,1163.13
2025-11-15,Brand_Search_UK,search,Brand_Search_UK_AG1,2271,74,175.04,6,776.25
2025-11-15,Brand_Search_EU,search,Brand_Search_EU_AG1,650,47,62.73,1,277.11
2025-11-15,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1612,36,131.40,2,400.07
2025-11-15,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,2036,66,105.30,2,372.87
2025-11-15,Shopping_All_EU,shopping,Shopping_All_EU_AG1,564,42,59.13,0,166.31
2025-11-15,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,683,34,41.33,0,46.90
2025-11-15,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2015,41,222.28,5,866.16
2025-11-16,Brand_Search_UK,search,Brand_Search_UK_AG1,2736,158,150.89,4,807.24
2025-11-16,Brand_Search_EU,search,Brand_Search_EU_AG1,1014,73,57.27,1,209.52
2025-11-16,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1384,49,155.74,4,600.50
2025-11-16,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,2138,74,109.22,3,423.73
2025-11-16,Shopping_All_EU,shopping,Shopping_All_EU_AG1,679,54,59.67,1,161.09
2025-11-16,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,531,24,35.80,0,43.44
2025-11-16,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3978,282,231.66,6,825.32
2025-11-17,Brand_Search_UK,search,Brand_Search_UK_AG1,1846,130,206.69,5,948.15
2025-11-17,Brand_Search_EU,search,Brand_Search_EU_AG1,1125,40,79.75,2,331.80
2025-11-17,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,3330,208,191.72,4,725.10
2025-11-17,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1346,41,122.65,3,427.66
2025-11-17,Shopping_All_EU,shopping,Shopping_All_EU_AG1,800,18,76.57,1,210.76
2025-11-17,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,555,22,52.45,0,61.93
2025-11-17,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3815,287,361.04,7,1141.78
2025-11-18,Brand_Search_UK,search,Brand_Search_UK_AG1,3453,174,189.22,6,868.10
2025-11-18,Brand_Search_EU,search,Brand_Search_EU_AG1,1209,64,75.29,2,312.36
2025-11-18,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1653,91,173.10,3,535.28
2025-11-18,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1033,75,122.52,3,398.95
2025-11-18,Shopping_All_EU,shopping,Shopping_All_EU_AG1,770,28,89.89,1,267.74
2025-11-18,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,1067,29,56.88,0,58.69
2025-11-18,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3124,109,295.49,8,1100.84
2025-11-19,Brand_Search_UK,search,Brand_Search_UK_AG1,2112,159,197.46,11,1088.93
2025-11-19,Brand_Search_EU,search,Brand_Search_EU_AG1,796,36,75.02,2,261.71
2025-11-19,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2144,65,170.78,3,554.95
2025-11-19,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,2052,73,128.09,4,535.70
2025-11-19,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1207,29,88.75,1,279.45
2025-11-19,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,528,35,44.42,0,59.12
2025-11-19,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,6062,409,304.82,11,1168.28
2025-11-20,Brand_Search_UK,search,Brand_Search_UK_AG1,3975,230,225.56,11,1294.36
2025-11-20,Brand_Search_EU,search,Brand_Search_EU_AG1,874,31,65.98,1,236.73
2025-11-20,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2750,87,175.10,3,572.11
2025-11-20,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,2480,72,134.80,3,540.37
2025-11-20,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1335,63,82.09,1,242.15
2025-11-20,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,811,31,48.37,0,49.39
2025-11-20,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,5528,268,342.16,6,1165.98
2025-11-21,Brand_Search_UK,search,Brand_Search_UK_AG1,3432,145,231.28,10,1323.12
2025-11-21,Brand_Search_EU,search,Brand_Search_EU_AG1,941,43,67.66,2,286.36
2025-11-21,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2477,96,168.18,3,528.58
2025-11-21,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1072,57,111.23,2,396.56
2025-11-21,Shopping_All_EU,shopping,Shopping_All_EU_AG1,911,25,101.01,2,269.33
2025-11-21,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,905,39,48.89,0,67.45
2025-11-21,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2505,117,285.55,11,1124.77
2025-11-22,Brand_Search_UK,search,Brand_Search_UK_AG1,1600,90,149.71,4,734.44
2025-11-22,Brand_Search_EU,search,Brand_Search_EU_AG1,868,59,63.71,1,274.20
2025-11-22,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2237,125,150.09,5,586.96
2025-11-22,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,2134,120,111.35,2,432.39
2025-11-22,Shopping_All_EU,shopping,Shopping_All_EU_AG1,990,39,77.45,1,231.20
2025-11-22,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,655,33,42.68,0,49.98
2025-11-22,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2755,211,251.81,7,972.11
2025-11-23,Brand_Search_UK,search,Brand_Search_UK_AG1,2820,222,182.15,5,886.25
2025-11-23,Brand_Search_EU,search,Brand_Search_EU_AG1,994,43,59.31,1,239.51
2025-11-23,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1898,110,141.30,3,548.11
2025-11-23,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1259,27,106.23,2,454.06
2025-11-23,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1117,70,61.90,1,164.33
2025-11-23,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,790,32,41.01,0,52.16
2025-11-23,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3143,172,285.03,5,856.51
2025-11-24,Brand_Search_UK,search,Brand_Search_UK_AG1,2052,112,208.46,5,1006.11
2025-11-24,Brand_Search_EU,search,Brand_Search_EU_AG1,966,54,66.75,2,266.53
2025-11-24,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1864,123,184.62,3,636.13
2025-11-24,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1598,116,108.64,2,427.99
2025-11-24,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1800,139,102.22,1,267.14
2025-11-24,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,841,37,58.32,0,75.61
2025-11-24,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2464,99,295.62,7,985.81
2025-11-25,Brand_Search_UK,search,Brand_Search_UK_AG1,1911,57,206.64,10,1091.72
2025-11-25,Brand_Search_EU,search,Brand_Search_EU_AG1,610,15,71.90,2,274.29
2025-11-25,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1849,147,163.43,2,495.54
2025-11-25,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1215,40,145.12,3,528.81
2025-11-25,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1964,91,99.62,2,274.28
2025-11-25,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,846,34,57.17,0,72.81
2025-11-25,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3521,85,377.20,6,1192.69
2025-11-26,Brand_Search_UK,search,Brand_Search_UK_AG1,1490,94,178.79,5,871.67
2025-11-26,Brand_Search_EU,search,Brand_Search_EU_AG1,1134,65,66.90,1,307.13
2025-11-26,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2584,172,171.24,3,567.20
2025-11-26,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1598,121,138.51,4,558.52
2025-11-26,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1117,23,79.14,2,270.38
2025-11-26,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,454,13,56.37,0,72.59
2025-11-26,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3991,184,377.36,14,1331.01
2025-11-27,Brand_Search_UK,search,Brand_Search_UK_AG1,2973,61,201.89,10,972.95
2025-11-27,Brand_Search_EU,search,Brand_Search_EU_AG1,671,27,73.31,1,257.11
2025-11-27,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2688,100,160.97,3,643.70
2025-11-27,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1221,96,122.37,4,485.64
2025-11-27,Shopping_All_EU,shopping,Shopping_All_EU_AG1,980,42,78.53,1,223.96
2025-11-27,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,519,39,48.53,0,65.97
2025-11-27,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,6534,464,331.54,13,1183.15
2025-11-28,Brand_Search_UK,search,Brand_Search_UK_AG1,2344,132,212.28,10,1147.74
2025-11-28,Brand_Search_EU,search,Brand_Search_EU_AG1,1153,88,69.50,1,286.13
2025-11-28,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2647,175,185.23,5,694.20
2025-11-28,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,2344,140,123.65,2,399.48
2025-11-28,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1844,76,102.25,2,284.57
2025-11-28,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,720,48,51.22,0,69.51
2025-11-28,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2877,104,310.45,11,1240.34
2025-11-29,Brand_Search_UK,search,Brand_Search_UK_AG1,1515,89,157.73,8,867.83
2025-11-29,Brand_Search_EU,search,Brand_Search_EU_AG1,663,16,51.44,1,211.51
2025-11-29,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1233,45,143.25,5,576.05
2025-11-29,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1529,70,94.71,3,358.60
2025-11-29,Shopping_All_EU,shopping,Shopping_All_EU_AG1,822,36,68.36,1,180.66
2025-11-29,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,670,25,34.76,0,36.63
2025-11-29,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2550,129,258.40,5,806.78
2025-11-30,Brand_Search_UK,search,Brand_Search_UK_AG1,2096,140,180.94,10,978.65
2025-11-30,Brand_Search_EU,search,Brand_Search_EU_AG1,466,34,50.77,1,184.40
2025-11-30,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2554,154,137.44,3,450.49
2025-11-30,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,958,52,91.34,3,337.05
2025-11-30,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1014,30,69.98,2,212.49
2025-11-30,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,757,23,37.95,0,45.11
2025-11-30,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2186,53,225.19,5,810.91
2025-12-01,Brand_Search_UK,search,Brand_Search_UK_AG1,1974,91,162.37,5,787.32
2025-12-01,Brand_Search_EU,search,Brand_Search_EU_AG1,1050,63,56.67,1,198.34
2025-12-01,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2150,141,154.15,2,473.20
2025-12-01,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1221,28,115.75,3,424.70
2025-12-01,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1039,45,67.46,1,186.72
2025-12-01,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,628,32,47.84,0,58.50
2025-12-01,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2887,126,256.43,4,858.56
2025-12-02,Brand_Search_UK,search,Brand_Search_UK_AG1,3298,66,198.73,9,973.94
2025-12-02,Brand_Search_EU,search,Brand_Search_EU_AG1,1062,48,66.20,1,244.05
2025-12-02,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1409,40,137.11,4,535.57
2025-12-02,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1584,36,99.42,2,356.55
2025-12-02,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1298,36,85.50,1,253.66
2025-12-02,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,727,19,50.22,0,56.31
2025-12-02,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4780,256,313.96,6,1086.44
2025-12-03,Brand_Search_UK,search,Brand_Search_UK_AG1,2566,126,175.91,6,934.15
2025-12-03,Brand_Search_EU,search,Brand_Search_EU_AG1,677,25,64.21,1,284.18
2025-12-03,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2551,189,147.94,5,582.76
2025-12-03,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1011,62,117.41,5,509.45
2025-12-03,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1177,55,66.50,1,227.15
2025-12-03,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,488,14,41.64,0,49.47
2025-12-03,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4233,216,287.46,10,1152.57
2025-12-04,Brand_Search_UK,search,Brand_Search_UK_AG1,1988,123,193.65,6,1073.07
2025-12-04,Brand_Search_EU,search,Brand_Search_EU_AG1,747,30,64.18,2,241.97
2025-12-04,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1334,87,152.09,3,477.95
2025-12-04,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1936,129,111.18,3,460.66
2025-12-04,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1067,75,65.49,1,173.14
2025-12-04,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,758,22,44.22,0,48.68
2025-12-04,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4293,323,306.85,5,965.12
2025-12-05,Brand_Search_UK,search,Brand_Search_UK_AG1,3522,74,183.42,9,1016.63
2025-12-05,Brand_Search_EU,search,Brand_Search_EU_AG1,706,48,64.15,1,273.09
2025-12-05,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1237,85,137.21,3,476.50
2025-12-05,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1235,55,124.84,4,539.68
2025-12-05,Shopping_All_EU,shopping,Shopping_All_EU_AG1,795,29,81.69,2,278.67
2025-12-05,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,387,17,37.76,0,46.07
2025-12-05,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,5728,136,287.52,5,865.42
2025-12-06,Brand_Search_UK,search,Brand_Search_UK_AG1,3061,199,153.08,4,707.68
2025-12-06,Brand_Search_EU,search,Brand_Search_EU_AG1,678,29,52.80,1,200.81
2025-12-06,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2020,48,132.15,2,440.42
2025-12-06,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1067,47,84.15,1,308.03
2025-12-06,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1181,37,59.82,0,174.26
2025-12-06,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,447,12,37.83,0,48.53
2025-12-06,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2099,135,232.51,7,737.65
2025-12-07,Brand_Search_UK,search,Brand_Search_UK_AG1,1730,91,117.57,4,542.65
2025-12-07,Brand_Search_EU,search,Brand_Search_EU_AG1,860,49,49.17,1,196.07
2025-12-07,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2221,125,131.92,3,443.08
2025-12-07,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1410,96,86.53,2,325.41
2025-12-07,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1104,47,61.52,1,164.52
2025-12-07,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,301,18,30.79,0,38.73
2025-12-07,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,1980,139,199.16,5,743.36
2025-12-08,Brand_Search_UK,search,Brand_Search_UK_AG1,1493,44,177.01,5,819.83
2025-12-08,Brand_Search_EU,search,Brand_Search_EU_AG1,760,40,63.60,1,235.16
2025-12-08,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2497,61,151.67,3,476.45
2025-12-08,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1826,142,122.86,4,458.62
2025-12-08,Shopping_All_EU,shopping,Shopping_All_EU_AG1,924,46,68.55,1,209.74
2025-12-08,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,638,12,40.69,0,43.04
