ticket_id,customer_id,created_at,channel,status,priority,category,subject,related_order_id,related_product_id,first_response_at,resolved_at,resolution_time_minutes,satisfaction_rating,resolved_by
tkt_00909,cust_012658,2025-07-05T14:54:44,chat,resolved,high,discount_code,Discount code not working,ord_024239,prod_00014,2025-07-05T10:01:00,2025-07-05T10:15:00,15,,bot
tkt_00910,cust_000460,2025-03-11T11:06:33,chat,closed,low,discount_code,Applied wrong code,ord_016947,prod_00002,2025-03-11T13:59:00,2025-03-11T23:49:00,1369,,human
tkt_00911,cust_000714,2024-06-15T09:36:34,email,resolved,normal,product_quality,Stitching coming loose,ord_000863,prod_00012,2024-06-15T11:00:00,2024-06-15T15:37:00,337,1,human
tkt_00912,cust_005027,2026-04-21T12:28:07,chat,resolved,normal,discount_code,Discount code not working,ord_046071,prod_00055,2026-04-21T10:03:00,2026-04-21T10:20:00,20,4,bot
tkt_00913,cust_002271,2024-08-03T20:58:18,email,resolved,normal,drop_restock,Restock notification,ord_002697,prod_00009,2024-08-03T10:04:00,2024-08-03T10:21:00,21,2,bot
tkt_00914,cust_017551,2025-12-13T21:15:07,email,resolved,normal,drop_restock,Will there be more sizes?,ord_036792,prod_00056,2025-12-13T10:04:00,2025-12-13T10:09:00,9,,bot
tkt_00915,cust_018860,2026-01-26T19:30:42,email,resolved,normal,returns_exchanges,Exchange for different size,ord_040297,prod_00014,2026-01-26T11:39:00,2026-01-26T23:10:00,1390,4,human
tkt_00916,cust_003178,2024-09-01T13:47:50,chat,closed,normal,product_quality,Print peeling,ord_004195,prod_00021,2024-09-01T10:04:00,2024-09-01T10:16:00,16,,bot
tkt_00917,cust_000938,2024-11-16T21:43:45,chat,resolved,normal,order_status,No delivery update for Track Hoodie,ord_009019,prod_00015,2024-11-16T12:17:00,2024-11-16T13:12:00,192,,human
tkt_00918,cust_010725,2025-04-13T18:53:59,email,resolved,normal,order_status,Where's my order?,ord_019370,prod_00001,2025-04-13T10:32:00,2025-04-13T20:00:00,600,4,human
tkt_00919,cust_015512,2025-10-28T21:13:21,instagram_dm,resolved,low,order_status,Order hasn't arrived,ord_031341,prod_00005,2025-10-28T10:04:00,2025-10-28T10:05:00,5,4,bot
tkt_00920,cust_010534,2025-05-09T15:34:15,email,resolved,normal,returns_exchanges,Return label not working,ord_021239,prod_00006,2025-05-09T10:03:00,2025-05-09T10:09:00,9,,bot
tkt_00921,cust_003912,2024-09-18T11:07:04,email,resolved,normal,product_quality,Print peeling,ord_005434,prod_00020,2024-09-18T10:01:00,2024-09-18T10:10:00,10,5,bot
tkt_00922,cust_000934,2025-09-29T09:01:11,email,resolved,normal,returns_exchanges,Want to return Varsity Tee,ord_029693,prod_00024,2025-09-29T13:48:00,2025-09-29T23:01:00,781,,human
tkt_00923,cust_015750,2025-10-28T08:12:51,chat,resolved,normal,other,Collaboration enquiry,ord_032032,prod_00019,2025-10-28T10:01:00,2025-10-28T10:09:00,9,,bot
tkt_00924,cust_017326,2025-12-15T19:52:42,chat,resolved,normal,other,General enquiry,ord_036197,prod_00006,2025-12-15T10:03:00,2025-12-15T10:22:00,22,,bot
tkt_00925,cust_010208,2025-05-29T18:36:46,email,resolved,low,returns_exchanges,Want to return Puffer Jacket,ord_022116,prod_00028,2025-05-29T10:01:00,2025-05-29T10:11:00,11,,bot
tkt_00926,cust_020650,2026-03-28T08:53:31,instagram_dm,resolved,normal,order_status,Where's my order?,ord_045093,prod_00008,2026-03-28T11:12:00,2026-03-28T12:52:00,172,,human
tkt_00927,cust_000608,2024-06-10T21:55:01,email,resolved,normal,order_status,No delivery update for Relaxed Hoodie,ord_000736,prod_00007,2024-06-10T10:03:00,2024-06-10T10:15:00,15,,bot
tkt_00928,cust_010730,2025-12-07T21:34:18,chat,resolved,normal,returns_exchanges,Exchange for different size,ord_035245,prod_00018,2025-12-07T10:01:00,2025-12-07T10:12:00,12,4,bot
tkt_00929,cust_008404,2026-05-12T16:56:20,instagram_dm,closed,normal,sizing_fit,Is the Womens Cropped Hoodie true to size?,ord_047666,prod_00050,2026-05-12T11:00:00,2026-05-12T11:19:00,79,2,human
tkt_00930,cust_015547,2025-10-18T14:10:05,email,resolved,normal,sizing_fit,Is the Heavy Fleece Hoodie true to size?,ord_031419,prod_00041,2025-10-18T10:03:00,2025-10-18T10:29:00,29,,bot
tkt_00931,cust_004534,2024-10-03T09:02:32,chat,resolved,low,order_status,No delivery update for Washed Logo Tee,ord_006569,prod_00016,2024-10-03T11:10:00,2024-10-03T23:50:00,890,,human
tkt_00932,cust_008614,2026-03-16T13:07:40,chat,resolved,normal,other,General enquiry,ord_044232,prod_00005,2026-03-16T12:28:00,2026-03-16T13:57:00,237,,human
tkt_00933,cust_019873,2026-04-06T11:05:58,chat,resolved,normal,order_status,Where's my order?,ord_045124,prod_00029,2026-04-06T13:01:00,2026-04-06T23:44:00,1244,,human
tkt_00934,cust_015993,2025-12-11T21:24:15,email,resolved,normal,sizing_fit,Size exchange needed,ord_036463,prod_00001,2025-12-11T11:07:00,2025-12-11T17:05:00,425,,human
tkt_00935,cust_005806,2025-06-29T14:18:42,chat,resolved,high,order_status,No delivery update for Sherpa Hoodie,ord_024074,prod_00029,2025-06-29T10:53:00,2025-06-29T12:23:00,143,,human
tkt_00936,cust_013803,2025-08-30T20:06:48,chat,resolved,normal,returns_exchanges,Exchange for different size,ord_027036,prod_00029,2025-08-30T10:02:00,2025-08-30T10:28:00,28,,bot
tkt_00937,cust_020673,2026-04-01T20:54:07,chat,resolved,high,returns_exchanges,Want to return Womens Spring Tee,ord_045161,prod_00060,2026-04-01T11:35:00,2026-04-01T23:47:00,1307,,human
tkt_00938,cust_013081,2026-03-29T08:15:16,chat,resolved,normal,discount_code,Applied wrong code,ord_044432,prod_00043,2026-03-29T11:27:00,2026-03-29T23:01:00,1321,4,human
tkt_00939,cust_009600,2025-07-29T19:49:01,email,resolved,normal,other,Question about your brand,ord_025948,prod_00034,2025-07-29T11:10:00,2025-07-29T23:35:00,1055,,human
tkt_00940,cust_016730,2025-12-06T11:36:25,email,resolved,normal,order_status,No delivery update for Essential Tee,ord_034651,prod_00001,2025-12-06T10:01:00,2025-12-06T10:12:00,12,,bot
tkt_00941,cust_008462,2025-01-14T20:03:05,chat,resolved,normal,order_status,Tracking not updating,ord_014134,prod_00019,2025-01-14T10:01:00,2025-01-14T10:18:00,18,4,bot
tkt_00942,cust_012522,2025-06-22T14:58:42,email,resolved,normal,returns_exchanges,Exchange for different size,ord_023400,prod_00031,2025-06-22T10:01:00,2025-06-22T10:18:00,18,,bot
tkt_00943,cust_011434,2025-06-17T21:17:19,chat,resolved,normal,product_quality,Issue with Arch Logo Tee quality,ord_023524,prod_00009,2025-06-17T11:20:00,2025-06-17T16:11:00,371,,human
tkt_00944,cust_008541,2025-01-21T18:45:25,instagram_dm,resolved,normal,discount_code,Discount code not working,ord_014317,prod_00023,2025-01-21T11:11:00,2025-01-21T21:59:00,719,,human
tkt_00945,cust_015494,2025-10-23T11:07:20,email,resolved,normal,order_status,No delivery update for Relaxed Hoodie,ord_031293,prod_00007,2025-10-23T10:03:00,2025-10-23T10:17:00,17,,bot
tkt_00946,cust_007298,2025-02-20T20:24:37,chat,resolved,high,product_quality,Colour faded after wash,ord_015808,prod_00010,2025-02-20T10:01:00,2025-02-20T10:27:00,27,,bot
tkt_00947,cust_007150,2024-12-12T17:06:09,instagram_dm,resolved,low,returns_exchanges,Want to return Relaxed Hoodie,ord_011283,prod_00007,2024-12-12T10:02:00,2024-12-12T10:21:00,21,,bot
tkt_00948,cust_001189,2024-06-30T12:42:29,chat,resolved,normal,product_quality,Issue with Court Trainer quality,ord_001417,prod_00005,2024-06-30T11:52:00,2024-06-30T23:03:00,1323,5,human
tkt_00949,cust_018313,2026-01-14T14:11:57,chat,resolved,normal,order_status,Where's my order?,ord_038738,prod_00009,2026-01-14T10:02:00,2026-01-14T10:09:00,9,,bot
tkt_00950,cust_019052,2026-02-04T13:04:13,chat,resolved,normal,order_status,Tracking not updating,ord_040776,prod_00052,2026-02-04T11:38:00,2026-02-04T23:13:00,1333,,human
tkt_00951,cust_008337,2025-01-12T11:22:56,chat,resolved,high,discount_code,Discount code not working,ord_013898,prod_00016,2025-01-12T10:02:00,2025-01-12T10:06:00,6,,bot
tkt_00952,cust_008546,2025-01-23T19:27:15,chat,resolved,normal,order_status,Order hasn't arrived,ord_014336,prod_00029,2025-01-23T10:04:00,2025-01-23T10:25:00,25,2,bot
tkt_00953,cust_001445,2025-12-23T14:39:25,chat,resolved,normal,order_status,Tracking not updating,ord_037000,prod_00004,2025-12-23T10:03:00,2025-12-23T10:08:00,8,,bot
tkt_00954,cust_009374,2026-01-07T08:51:16,chat,resolved,low,order_status,No delivery update for Pigment Dyed Tee,ord_038965,prod_00040,2026-01-07T10:01:00,2026-01-07T10:23:00,23,5,bot
tkt_00955,cust_001830,2025-05-18T12:27:33,chat,resolved,normal,order_status,No delivery update for Washed Logo Tee,ord_021118,prod_00016,2025-05-18T10:43:00,2025-05-18T23:19:00,919,3,human
tkt_00956,cust_005852,2025-09-02T17:31:53,chat,resolved,normal,product_quality,Issue with Resort Tee quality,ord_027438,prod_00037,2025-09-02T10:59:00,2025-09-02T20:41:00,641,,human
tkt_00957,cust_000213,2024-06-13T16:05:51,email,resolved,high,drop_restock,When will Slim Sweatpants restock?,ord_000246,prod_00008,2024-06-13T10:48:00,2024-06-13T14:56:00,296,,human
tkt_00958,cust_011671,2025-05-22T14:08:41,chat,resolved,normal,returns_exchanges,Return label not working,ord_021446,prod_00009,2025-05-22T10:01:00,2025-05-22T10:14:00,14,5,bot
tkt_00959,cust_005766,2025-03-22T19:19:47,email,resolved,normal,returns_exchanges,Return label not working,ord_018115,prod_00012,2025-03-22T12:23:00,2025-03-22T12:22:00,142,,human
tkt_00960,cust_013461,2025-08-08T19:07:28,email,resolved,normal,order_status,No delivery update for Varsity Tee,ord_025829,prod_00024,2025-08-08T12:07:00,2025-08-08T20:02:00,602,3,human
tkt_00961,cust_000084,2024-11-29T18:17:52,email,resolved,normal,product_quality,Print peeling,ord_010529,prod_00025,2024-11-29T12:56:00,2024-11-29T23:57:00,1257,,human
tkt_00962,cust_012243,2025-06-05T09:46:39,instagram_dm,resolved,normal,order_status,Where's my order?,ord_022711,prod_00020,2025-06-05T12:50:00,2025-06-05T23:54:00,1074,,human
tkt_00963,cust_019170,2026-04-23T12:53:53,email,closed,low,sizing_fit,Sizing question about Washed Logo Tee,ord_046225,prod_00016,2026-04-23T13:39:00,2026-04-23T23:21:00,1041,,human
tkt_00964,cust_007653,2024-12-18T10:48:16,chat,resolved,low,other,Collaboration enquiry,ord_012337,prod_00018,2024-12-18T10:45:00,2024-12-18T23:00:00,1020,,human
tkt_00965,cust_006584,2024-12-07T08:25:35,email,resolved,normal,sizing_fit,Quilted Overshirt doesn't fit right,ord_010308,prod_00027,2024-12-07T11:41:00,2024-12-07T23:32:00,1112,,human
tkt_00966,cust_003483,2025-05-24T13:13:40,chat,resolved,normal,discount_code,Applied wrong code,ord_022136,prod_00002,2025-05-24T10:02:00,2025-05-24T10:09:00,9,,bot
tkt_00967,cust_002047,2024-07-24T21:02:32,email,resolved,high,returns_exchanges,How do I return?,ord_002428,prod_00018,2024-07-24T10:35:00,2024-07-24T17:36:00,456,,human
tkt_00968,cust_016456,2026-01-10T10:39:32,chat,resolved,normal,drop_restock,Restock notification,ord_039295,prod_00016,2026-01-10T10:01:00,2026-01-10T10:13:00,13,,bot
tkt_00969,cust_018759,2026-01-26T15:44:16,chat,resolved,low,order_status,No delivery update for Sherpa Hoodie,ord_040011,prod_00029,2026-01-26T11:57:00,2026-01-26T23:32:00,1232,,human
tkt_00970,cust_000214,2024-06-09T15:20:32,email,resolved,normal,order_status,Order hasn't arrived,ord_000247,prod_00017,2024-06-09T11:56:00,2024-06-09T15:41:00,341,,human
tkt_00971,cust_013657,2025-08-09T09:04:10,email,resolved,high,returns_exchanges,How do I return?,ord_026356,prod_00012,2025-08-09T12:27:00,2025-08-09T23:56:00,1436,,human
tkt_00972,cust_006189,2026-05-02T15:02:24,email,resolved,normal,other,Collaboration enquiry,ord_047521,prod_00022,2026-05-02T10:54:00,2026-05-02T20:18:00,618,,human
tkt_00973,cust_000147,2024-11-13T10:51:20,instagram_dm,resolved,normal,product_quality,Issue with Boxy Crop Tee quality,ord_008949,prod_00018,2024-11-13T10:58:00,2024-11-13T11:50:00,110,2,human
tkt_00975,cust_015400,2025-10-22T15:55:15,chat,resolved,normal,sizing_fit,Sizing question about Emblem Cap,ord_031019,prod_00014,2025-10-22T13:35:00,2025-10-22T23:50:00,1250,4,human
tkt_00976,cust_004339,2024-09-30T11:43:48,email,resolved,normal,returns_exchanges,Exchange for different size,ord_006215,prod_00001,2024-09-30T10:03:00,2024-09-30T10:14:00,14,,bot
tkt_00977,cust_018129,2026-01-11T08:55:04,chat,resolved,high,sizing_fit,Womens Fitted Tee doesn't fit right,ord_039238,prod_00051,2026-01-11T10:37:00,2026-01-11T23:44:00,1304,5,human
tkt_00978,cust_007837,2025-01-05T11:41:18,chat,resolved,normal,discount_code,Can I get a code?,ord_012722,prod_00018,2025-01-05T10:58:00,2025-01-05T20:20:00,620,,human
tkt_00979,cust_001586,2025-10-19T09:39:31,email,closed,normal,product_quality,Issue with Open Knit Hoodie quality,ord_030969,prod_00038,2025-10-19T13:56:00,2025-10-19T15:06:00,306,2,human
tkt_00980,cust_013625,2025-11-29T20:09:03,chat,closed,normal,order_status,Where's my order?,ord_033728,prod_00001,2025-11-29T11:28:00,2025-11-29T12:33:00,153,,human
tkt_00981,cust_002801,2026-01-17T11:10:04,email,resolved,normal,other,Collaboration enquiry,ord_039660,prod_00019,2026-01-17T12:53:00,2026-01-17T15:41:00,341,,human
tkt_00982,cust_001525,2024-07-09T13:56:39,email,resolved,normal,sizing_fit,Is the Heritage Tee true to size?,ord_001809,prod_00012,2024-07-09T13:37:00,2024-07-09T23:50:00,890,,human
tkt_00983,cust_000832,2025-11-11T20:59:24,email,resolved,low,order_status,Where's my order?,ord_032782,prod_00002,2025-11-11T11:40:00,2025-11-11T16:15:00,375,,human
tkt_00984,cust_007599,2025-08-22T14:21:55,email,resolved,normal,sizing_fit,Relaxed Hoodie doesn't fit right,ord_027146,prod_00007,2025-08-22T10:04:00,2025-08-22T10:08:00,8,3,bot
tkt_00985,cust_019559,2026-04-20T12:15:00,chat,resolved,high,discount_code,Code expired before I could use it,ord_046904,prod_00015,2026-04-20T10:56:00,2026-04-20T23:26:00,1346,4,human
tkt_00986,cust_010947,2025-04-16T16:45:02,chat,resolved,normal,product_quality,Stitching coming loose,ord_019886,prod_00008,2025-04-16T11:33:00,2025-04-16T12:20:00,140,4,human
tkt_00987,cust_001608,2024-10-15T10:46:23,chat,resolved,normal,discount_code,Can I get a code?,ord_007196,prod_00016,2024-10-15T13:12:00,2024-10-15T23:02:00,842,5,human
tkt_00988,cust_002008,2024-12-01T18:09:36,email,resolved,normal,drop_restock,Next drop date?,ord_009694,prod_00007,2024-12-01T10:02:00,2024-12-01T10:28:00,28,,bot
tkt_00989,cust_021367,2026-04-26T09:58:46,chat,resolved,normal,discount_code,Applied wrong code,ord_046920,prod_00006,2026-04-26T12:32:00,2026-04-26T20:21:00,621,4,human
tkt_00990,cust_018578,2026-01-19T13:17:25,instagram_dm,resolved,normal,product_quality,Print peeling,ord_039504,prod_00031,2026-01-19T13:45:00,2026-01-19T21:14:00,674,,human
tkt_00991,cust_018183,2025-12-31T09:21:22,email,resolved,normal,drop_restock,Will there be more sizes?,ord_038412,prod_00046,2025-12-31T13:24:00,2025-12-31T16:14:00,374,,human
tkt_00992,cust_014491,2025-09-13T20:09:02,email,resolved,low,order_status,Order hasn't arrived,ord_028575,prod_00036,2025-09-13T10:04:00,2025-09-13T10:09:00,9,,bot
tkt_00993,cust_002560,2024-08-14T12:59:57,email,resolved,normal,product_quality,Stitching coming loose,ord_003043,prod_00005,2024-08-14T12:06:00,2024-08-14T22:59:00,779,,human
tkt_00994,cust_016365,2026-04-17T11:52:37,chat,resolved,high,returns_exchanges,How do I return?,ord_046017,prod_00009,2026-04-17T10:04:00,2026-04-17T10:24:00,24,5,bot
tkt_00995,cust_006849,2024-12-06T10:41:29,email,resolved,normal,discount_code,Discount code not working,ord_010783,prod_00010,2024-12-06T10:01:00,2024-12-06T10:15:00,15,,bot
tkt_00996,cust_005710,2024-11-12T19:18:40,chat,resolved,normal,sizing_fit,Track Hoodie doesn't fit right,ord_008718,prod_00015,2024-11-12T12:06:00,2024-11-12T23:24:00,804,5,human
tkt_00997,cust_009515,2025-03-06T18:41:07,email,resolved,normal,product_quality,Colour faded after wash,ord_016582,prod_00019,2025-03-06T10:02:00,2025-03-06T10:05:00,5,5,bot
tkt_00998,cust_010203,2025-06-05T13:09:20,chat,resolved,high,drop_restock,Restock notification,ord_022458,prod_00016,2025-06-05T12:18:00,2025-06-05T21:46:00,706,,human
tkt_00999,cust_012177,2025-06-05T17:18:16,chat,resolved,normal,order_status,Where's my order?,ord_022546,prod_00024,2025-06-05T10:03:00,2025-06-05T10:20:00,20,,bot
tkt_01000,cust_008947,2025-02-06T10:29:43,email,resolved,normal,drop_restock,Restock notification,ord_015242,prod_00020,2025-02-06T10:02:00,2025-02-06T10:06:00,6,,bot
tkt_01001,cust_009359,2025-02-18T19:22:37,email,resolved,normal,returns_exchanges,Want to return Staple Tee,ord_016197,prod_00006,2025-02-18T10:01:00,2025-02-18T10:13:00,13,,bot
tkt_01002,cust_002449,2024-07-29T09:04:45,instagram_dm,resolved,normal,returns_exchanges,Return label not working,ord_002902,prod_00010,2024-07-29T10:01:00,2024-07-29T10:28:00,28,1,bot
tkt_01003,cust_011771,2025-05-20T17:17:53,email,closed,normal,product_quality,Issue with Essential Tee quality,ord_021662,prod_00001,2025-05-20T10:02:00,2025-05-20T10:27:00,27,,bot
tkt_01004,cust_012365,2025-06-05T10:49:10,email,resolved,normal,order_status,Where's my order?,ord_023033,prod_00024,2025-06-05T10:01:00,2025-06-05T10:16:00,16,2,bot
tkt_01005,cust_017150,2025-12-06T08:15:01,instagram_dm,resolved,high,drop_restock,When will Varsity Tee restock?,ord_035733,prod_00024,2025-12-06T10:02:00,2025-12-06T10:14:00,14,,bot
tkt_01006,cust_014337,2025-09-02T19:32:06,chat,resolved,low,product_quality,Colour faded after wash,ord_028176,prod_00016,2025-09-02T11:10:00,2025-09-02T23:06:00,966,3,human
tkt_01007,cust_008305,2025-07-15T20:46:14,email,resolved,low,drop_restock,Will there be more sizes?,ord_024900,prod_00026,2025-07-15T12:59:00,2025-07-15T23:26:00,1406,,human
tkt_01008,cust_018088,2026-01-07T11:25:37,email,resolved,normal,drop_restock,When will Garment Dyed Tee restock?,ord_038151,prod_00032,2026-01-07T11:55:00,2026-01-07T15:32:00,332,4,human
tkt_01009,cust_011757,2025-05-26T17:37:20,chat,resolved,normal,product_quality,Issue with Arch Logo Tee quality,ord_021638,prod_00009,2025-05-26T12:30:00,2025-05-26T17:21:00,441,3,human
tkt_01010,cust_021318,2026-04-23T10:48:07,email,resolved,low,product_quality,Issue with Arch Logo Tee quality,ord_046808,prod_00009,2026-04-23T12:30:00,2026-04-23T23:24:00,1224,5,human
tkt_01011,cust_014852,2025-09-26T16:18:41,email,resolved,low,sizing_fit,Is the Varsity Tee true to size?,ord_029519,prod_00024,2025-09-26T10:04:00,2025-09-26T10:19:00,19,,bot
tkt_01012,cust_007180,2025-01-10T09:51:53,chat,resolved,low,order_status,Where's my order?,ord_013696,prod_00005,2025-01-10T13:50:00,2025-01-10T23:52:00,1432,5,human
tkt_01014,cust_001821,2025-11-09T19:31:34,email,resolved,low,drop_restock,Restock notification,ord_032098,prod_00032,2025-11-09T10:04:00,2025-11-09T10:29:00,29,,bot
tkt_01015,cust_000236,2024-06-14T09:35:24,email,resolved,low,returns_exchanges,Exchange for different size,ord_000998,prod_00016,2024-06-14T10:39:00,2024-06-14T14:46:00,286,,human
tkt_01016,cust_017254,2026-01-02T12:37:51,email,resolved,normal,product_quality,Colour faded after wash,ord_038250,prod_00007,2026-01-02T12:35:00,2026-01-02T23:23:00,1223,,human
tkt_01017,cust_005228,2025-02-06T12:34:30,chat,resolved,normal,discount_code,Code expired before I could use it,ord_015300,prod_00027,2025-02-06T12:00:00,2025-02-06T23:28:00,808,,human
tkt_01018,cust_014007,2025-11-20T14:17:00,email,resolved,low,order_status,Where's my order?,ord_033040,prod_00009,2025-11-20T13:16:00,2025-11-20T12:41:00,161,,human
tkt_01019,cust_001538,2024-07-07T16:27:02,chat,resolved,low,order_status,Order hasn't arrived,ord_001822,prod_00016,2024-07-07T13:21:00,2024-07-07T14:17:00,257,,human
tkt_01020,cust_005226,2024-10-26T11:24:53,chat,resolved,normal,sizing_fit,Sizing question about Classic Hoodie,ord_007823,prod_00002,2024-10-26T10:02:00,2024-10-26T10:05:00,5,1,bot
tkt_01021,cust_013669,2025-08-06T09:35:03,email,resolved,normal,order_status,Where's my order?,ord_026380,prod_00001,2025-08-06T10:02:00,2025-08-06T10:19:00,19,,bot
tkt_01022,cust_014286,2025-09-02T21:05:19,email,resolved,normal,order_status,Order hasn't arrived,ord_028038,prod_00026,2025-09-02T10:01:00,2025-09-02T10:16:00,16,,bot
tkt_01023,cust_006977,2024-12-10T20:08:01,email,resolved,normal,returns_exchanges,Exchange for different size,ord_011002,prod_00006,2024-12-10T10:03:00,2024-12-10T10:28:00,28,,bot
tkt_01024,cust_003475,2024-09-11T18:47:51,email,resolved,low,order_status,Where's my order?,ord_004709,prod_00018,2024-09-11T13:06:00,2024-09-11T23:42:00,1422,5,human
tkt_01025,cust_003757,2024-09-09T21:41:51,chat,resolved,normal,drop_restock,Will there be more sizes?,ord_005162,prod_00026,2024-09-09T10:03:00,2024-09-09T10:13:00,13,,bot
tkt_01026,cust_019410,2026-02-19T08:58:24,chat,resolved,low,discount_code,Discount code not working,ord_041757,prod_00056,2026-02-19T11:38:00,2026-02-19T21:58:00,718,,human
tkt_01027,cust_017583,2025-12-11T20:33:11,chat,resolved,normal,drop_restock,Next drop date?,ord_036867,prod_00043,2025-12-11T10:40:00,2025-12-11T18:59:00,539,3,human
tkt_01028,cust_018146,2026-03-31T10:19:12,chat,resolved,high,order_status,Tracking not updating,ord_044512,prod_00038,2026-03-31T11:14:00,2026-03-31T19:43:00,583,1,human
tkt_01029,cust_006717,2024-12-01T08:42:31,chat,resolved,low,order_status,No delivery update for Utility Sweatpants,ord_010550,prod_00013,2024-12-01T13:32:00,2024-12-01T23:53:00,1373,,human
tkt_01030,cust_009372,2026-03-24T08:17:50,chat,resolved,normal,order_status,Tracking not updating,ord_044338,prod_00056,2026-03-24T10:03:00,2026-03-24T10:28:00,28,,bot
tkt_01031,cust_002835,2026-01-24T21:58:20,email,resolved,low,sizing_fit,Essential Tee doesn't fit right,ord_040563,prod_00001,2026-01-24T10:01:00,2026-01-24T10:21:00,21,,bot
tkt_01032,cust_018598,2026-03-04T20:05:07,chat,resolved,high,order_status,Order hasn't arrived,ord_043060,prod_00021,2026-03-04T10:04:00,2026-03-04T10:19:00,19,,bot
tkt_01033,cust_016187,2025-11-24T18:17:53,email,resolved,normal,sizing_fit,Sizing question about Wool Overcoat,ord_033236,prod_00044,2025-11-24T10:04:00,2025-11-24T10:27:00,27,5,bot
tkt_01034,cust_010528,2025-04-02T20:12:54,email,resolved,normal,other,Collaboration enquiry,ord_018930,prod_00010,2025-04-02T12:27:00,2025-04-02T23:35:00,1355,,human
tkt_01035,cust_004409,2025-11-17T10:38:05,email,resolved,normal,drop_restock,Next drop date?,ord_033586,prod_00023,2025-11-17T12:01:00,2025-11-17T23:11:00,911,4,human
tkt_01036,cust_011524,2025-05-12T11:32:51,chat,resolved,low,product_quality,Print peeling,ord_021128,prod_00007,2025-05-12T10:01:00,2025-05-12T10:10:00,10,,bot
tkt_01037,cust_013286,2025-07-20T19:13:45,email,resolved,normal,returns_exchanges,Exchange for different size,ord_025395,prod_00005,2025-07-20T10:04:00,2025-07-20T10:15:00,15,5,bot
tkt_01038,cust_009786,2025-05-30T11:33:16,chat,resolved,normal,order_status,Order hasn't arrived,ord_021726,prod_00010,2025-05-30T10:41:00,2025-05-30T19:46:00,586,,human
tkt_01039,cust_003924,2024-09-26T21:52:00,email,resolved,normal,sizing_fit,Logo Cap doesn't fit right,ord_005457,prod_00004,2024-09-26T12:41:00,2024-09-26T17:12:00,432,3,human
tkt_01040,cust_012245,2025-06-10T13:14:02,chat,resolved,normal,discount_code,Code expired before I could use it,ord_022714,prod_00040,2025-06-10T12:03:00,2025-06-10T23:19:00,919,,human
tkt_01041,cust_011955,2025-05-30T14:27:04,chat,resolved,high,order_status,Where's my order?,ord_022057,prod_00009,2025-05-30T12:19:00,2025-05-30T23:38:00,1298,5,human
tkt_01042,cust_013238,2025-10-29T21:07:44,chat,resolved,normal,returns_exchanges,Exchange for different size,ord_031806,prod_00040,2025-10-29T12:27:00,2025-10-29T23:32:00,1052,,human
tkt_01043,cust_008054,2025-01-12T15:16:00,email,resolved,low,returns_exchanges,Want to return Arch Logo Tee,ord_013217,prod_00009,2025-01-12T11:36:00,2025-01-12T23:08:00,968,,human
tkt_01044,cust_006057,2025-06-16T15:39:42,chat,resolved,normal,other,Gift wrapping?,ord_023659,prod_00024,2025-06-16T13:53:00,2025-06-16T15:20:00,320,5,human
tkt_01045,cust_013502,2025-08-10T19:48:20,chat,resolved,low,order_status,Order hasn't arrived,ord_025949,prod_00031,2025-08-10T10:03:00,2025-08-10T10:05:00,5,4,bot
tkt_01046,cust_012857,2026-03-23T18:34:14,email,resolved,high,returns_exchanges,How do I return?,ord_044752,prod_00041,2026-03-23T10:43:00,2026-03-23T12:18:00,138,,human
tkt_01047,cust_003075,2024-10-31T18:41:50,instagram_dm,resolved,normal,drop_restock,When will Boxy Crop Tee restock?,ord_007542,prod_00018,2024-10-31T11:12:00,2024-10-31T23:19:00,859,,human
tkt_01048,cust_001240,2025-01-14T09:46:01,email,resolved,normal,order_status,Order hasn't arrived,ord_014448,prod_00024,2025-01-14T10:04:00,2025-01-14T10:15:00,15,5,bot
tkt_01049,cust_017875,2025-12-25T17:24:19,email,resolved,high,discount_code,Applied wrong code,ord_037584,prod_00029,2025-12-25T10:48:00,2025-12-25T23:58:00,898,,human
tkt_01050,cust_018748,2026-04-03T19:41:37,email,resolved,normal,order_status,Tracking not updating,ord_045174,prod_00012,2026-04-03T11:31:00,2026-04-03T23:34:00,874,,human
tkt_01051,cust_005861,2025-11-15T11:12:51,email,closed,high,sizing_fit,Size exchange needed,ord_032906,prod_00037,2025-11-15T10:04:00,2025-11-15T10:27:00,27,,bot
tkt_01052,cust_010025,2025-03-13T18:01:35,chat,resolved,low,sizing_fit,Arch Logo Tee doesn't fit right,ord_017761,prod_00009,2025-03-13T11:47:00,2025-03-13T14:23:00,263,,human
tkt_01053,cust_016077,2025-12-06T14:16:47,chat,resolved,low,order_status,Order hasn't arrived,ord_034918,prod_00043,2025-12-06T12:06:00,2025-12-06T23:24:00,1224,,human
tkt_01054,cust_015402,2025-10-24T08:11:02,chat,resolved,low,order_status,Tracking not updating,ord_031027,prod_00009,2025-10-24T13:17:00,2025-10-24T23:00:00,960,,human
tkt_01055,cust_019043,2026-02-03T21:32:37,email,resolved,high,discount_code,Code expired before I could use it,ord_040756,prod_00024,2026-02-03T12:25:00,2026-02-03T23:34:00,1414,,human
tkt_01056,cust_004151,2025-01-19T21:29:33,chat,closed,low,order_status,No delivery update for Staple Tee,ord_014264,prod_00006,2025-01-19T12:21:00,2025-01-19T19:52:00,592,,human
